feature	isolate	nearest_gene	nearest_te	scaffold
atg8232	MNH120	945	2	scaffold_839
atg8233	MNH120	587	38	scaffold_839
atg8234	MNH120	559	35	scaffold_839
atg8235	MNH120	559	188	scaffold_839
atg8236	MNH120	328	125	scaffold_839
atg8237	MNH120	328	54	scaffold_839
atg8238	MNH120	540	60	scaffold_839
atg8239	MNH120	540	111	scaffold_839
atg8240	MNH120	537	4	scaffold_839
atg8241	MNH120	258	6	scaffold_839
atg8242	MNH120	258	57	scaffold_839
atg8243	MNH120	309	3	scaffold_839
atg8244	MNH120	309	10	scaffold_839
atg8245	MNH120	892	1	scaffold_839
atg8246	MNH120	892	44	scaffold_839
atg8247	MNH120	897	14	scaffold_839
atg8248	MNH120	897	123	scaffold_839
atg8249	MNH120	899	181	scaffold_839
atg8250	MNH120	1017	91	scaffold_839
atg8251	MNH120	1017	55	scaffold_839
atg8252	MNH120	1313	72	scaffold_839
atg8253	MNH120	514	11	scaffold_839
atg8254	MNH120	514	12	scaffold_839
atg8255	MNH120	1187	30	scaffold_839
atg8256	MNH120	474	33	scaffold_839
atg8257	MNH120	474	4	scaffold_839
atg8258	MNH120	650	75	scaffold_839
atg8259	MNH120	650	99	scaffold_839
atg8260	MNH120	4907	80	scaffold_839
atg8261	MNH120	2699	74	scaffold_839
atg8262	MNH120	2212	1	scaffold_839
atg8263	MNH120	649	36	scaffold_839
atg8264	MNH120	318	1	scaffold_839
atg8265	MNH120	318	17	scaffold_839
atg8266	MNH120	592	91	scaffold_839
atg8267	MNH120	47	3	scaffold_839
atg8268	MNH120	47	10	scaffold_839
atg8269	MNH120	177	122	scaffold_839
atg8270	MNH120	1528	28	scaffold_839
atg8271	MNH120	451	20	scaffold_839
atg8272	MNH120	451	7	scaffold_839
atg8273	MNH120	626	1	scaffold_839
atg8274	MNH120	702	7	scaffold_839
atg8275	MNH120	1053	10	scaffold_839
atg8276	MNH120	361	30	scaffold_839
atg8277	MNH120	361	30	scaffold_839
atg8278	MNH120	541	7	scaffold_839
atg8279	MNH120	541	75	scaffold_839
atg8280	MNH120	1117	1	scaffold_839
atg8281	MNH120	25	3	scaffold_839
atg8282	MNH120	25	98	scaffold_839
atg8283	MNH120	1493	113	scaffold_839
atg8284	MNH120	28	137	scaffold_839
atg8285	MNH120	28	136	scaffold_839
atg8286	MNH120	699	71	scaffold_839
atg8287	MNH120	363	14	scaffold_839
atg8288	MNH120	280	22	scaffold_839
atg8289	MNH120	280	3	scaffold_839
atg8290	MNH120	422	1353	scaffold_839
atg8291	MNH120	422	4542	scaffold_839
atg8292	MNH120	886	8002	scaffold_839
atg8293	MNH120	941	10455	scaffold_839
atg8294	MNH120	21	11985	scaffold_839
atg8295	MNH120	21	12426	scaffold_839
atg8296	MNH120	346	13111	scaffold_839
atg8297	MNH120	488	11592	scaffold_839
atg8298	MNH120	78	6481	scaffold_839
atg8299	MNH120	78	5261	scaffold_839
atg8300	MNH120	683	3458	scaffold_839
atg8301	MNH120	683	630	scaffold_839
atg8302	MNH120	25	1579	scaffold_839
atg8303	MNH120	25	2332	scaffold_839
atg8304	MNH120	206	3201	scaffold_839
atg8305	MNH120	218	3823	scaffold_839
atg8306	MNH120	218	1066	scaffold_839
atg8307	MNH120	777	13	scaffold_839
atg8308	MNH120	1056	387	scaffold_839
atg8309	MNH120	893	3176	scaffold_839
atg8310	MNH120	71	1805	scaffold_839
atg8311	MNH120	71	18	scaffold_839
atg8312	MNH120	525	907	scaffold_839
atg8313	MNH120	311	2703	scaffold_839
atg8314	MNH120	311	2068	scaffold_839
atg8315	MNH120	663	377	scaffold_839
atg8316	MNH120	500	419	scaffold_839
atg8317	MNH120	500	4623	scaffold_839
atg8318	MNH120	972	5961	scaffold_839
atg8319	MNH120	390	11203	scaffold_839
atg8320	MNH120	390	13560	scaffold_839
atg8321	MNH120	1047	7665	scaffold_839
atg8322	MNH120	855	5631	scaffold_839
atg8323	MNH120	567	3941	scaffold_839
atg8324	MNH120	205	433	scaffold_839
atg8325	MNH120	205	5	scaffold_839
atg8326	MNH120	1139	338	scaffold_839
atg8327	MNH120	746	1843	scaffold_839
atg8328	MNH120	28	4885	scaffold_839
atg8329	MNH120	28	4972	scaffold_839
atg8330	MNH120	397	3287	scaffold_839
atg8331	MNH120	749	1175	scaffold_839
atg8332	MNH120	843	859	scaffold_839
atg8333	MNH120	843	2672	scaffold_839
atg8334	MNH120	524	4958	scaffold_839
atg8335	MNH120	291	7239	scaffold_839
atg8336	MNH120	291	8879	scaffold_839
atg8337	MNH120	831	10375	scaffold_839
atg8338	MNH120	864	7755	scaffold_839
atg8339	MNH120	671	4521	scaffold_839
atg8340	MNH120	374	2643	scaffold_839
atg8341	MNH120	374	696	scaffold_839
atg8342	MNH120	56	14	scaffold_839
atg8343	MNH120	56	1324	scaffold_839
atg8344	MNH120	430	2039	scaffold_839
atg8345	MNH120	430	720	scaffold_839
atg8346	MNH120	701	11	scaffold_839
atg8347	MNH120	339	302	scaffold_839
atg8348	MNH120	240	2	scaffold_839
atg8349	MNH120	240	5506	scaffold_839
atg8350	MNH120	1106	3570	scaffold_839
atg8351	MNH120	43	369	scaffold_839
atg8352	MNH120	43	673	scaffold_839
atg8353	MNH120	249	1665	scaffold_839
atg8354	MNH120	607	5432	scaffold_839
atg8355	MNH120	1073	3987	scaffold_839
atg8356	MNH120	410	246	scaffold_839
atg8357	MNH120	161	656	scaffold_839
atg8358	MNH120	161	70	scaffold_839
atg8359	MNH120	283	11	scaffold_839
atg8360	MNH120	283	152	scaffold_839
atg8361	MNH120	36	1805	scaffold_839
atg8362	MNH120	36	2897	scaffold_839
atg8363	MNH120	235	3797	scaffold_839
atg8364	MNH120	553	7276	scaffold_839
atg8365	MNH120	553	5151	scaffold_839
atg8366	MNH120	563	2457	scaffold_839
atg8367	MNH120	992	120	scaffold_839
atg8368	MNH120	992	554	scaffold_839
atg8369	MNH120	632	1601	scaffold_839
atg8370	MNH120	632	477	scaffold_839
atg8371	MNH120	976	973	scaffold_839
atg8372	MNH120	357	4864	scaffold_839
atg8373	MNH120	342	5943	scaffold_839
atg8374	MNH120	342	7129	scaffold_839
atg8375	MNH120	903	8739	scaffold_839
atg8376	MNH120	212	3990	scaffold_839
atg8377	MNH120	43	2034	scaffold_839
atg8378	MNH120	43	1700	scaffold_839
atg8379	MNH120	179	688	scaffold_839
atg8380	MNH120	2047	95	scaffold_839
atg8381	MNH120	583	100	scaffold_839
atg8382	MNH120	58	292	scaffold_839
atg8383	MNH120	58	73	scaffold_839
atg8384	MNH120	75	148	scaffold_839
atg8385	MNH120	217	1834	scaffold_839
atg8386	MNH120	217	4633	scaffold_839
atg8387	MNH120	464	6037	scaffold_839
atg8388	MNH120	464	7501	scaffold_839
atg8389	MNH120	46	10108	scaffold_839
atg8390	MNH120	46	12456	scaffold_839
atg8391	MNH120	12	10902	scaffold_839
atg8392	MNH120	12	10496	scaffold_839
atg8393	MNH120	72	9551	scaffold_839
atg8394	MNH120	138	8297	scaffold_839
atg8395	MNH120	138	7919	scaffold_839
atg8396	MNH120	775	5357	scaffold_839
atg8397	MNH120	241	2751	scaffold_839
atg8398	MNH120	241	1570	scaffold_839
atg8399	MNH120	587	51	scaffold_839
atg8400	MNH120	368	411	scaffold_839
atg8401	MNH120	368	1611	scaffold_839
atg8402	MNH120	370	243	scaffold_839
atg8403	MNH120	368	656	scaffold_839
atg8404	MNH120	368	1993	scaffold_839
atg8405	MNH120	318	3240	scaffold_839
atg8406	MNH120	318	4578	scaffold_839
atg8407	MNH120	422	5775	scaffold_839
atg8408	MNH120	275	6815	scaffold_839
atg8409	MNH120	161	7345	scaffold_839
atg8410	MNH120	161	7171	scaffold_839
atg8411	MNH120	892	4099	scaffold_839
atg8412	MNH120	487	2102	scaffold_839
atg8413	MNH120	487	562	scaffold_839
atg8414	MNH120	1353	651	scaffold_839
atg8415	MNH120	1237	6378	scaffold_839
atg8416	MNH120	365	8848	scaffold_839
atg8417	MNH120	6	10523	scaffold_839
atg8418	MNH120	6	8314	scaffold_839
atg8419	MNH120	191	5083	scaffold_839
atg8420	MNH120	605	2201	scaffold_839
atg8421	MNH120	675	234	scaffold_839
atg8422	MNH120	2221	411	scaffold_839
atg8423	MNH120	1148	6	scaffold_839
atg8424	MNH120	274	633	scaffold_839
atg8425	MNH120	274	371	scaffold_839
atg8426	MNH120	309	4029	scaffold_839
atg8427	MNH120	51	4382	scaffold_839
atg8428	MNH120	51	2684	scaffold_839
atg8429	MNH120	1340	630	scaffold_839
atg8430	MNH120	459	909	scaffold_839
atg8431	MNH120	49	3043	scaffold_839
atg8432	MNH120	49	3323	scaffold_839
atg8433	MNH120	580	7701	scaffold_839
atg8434	MNH120	283	5828	scaffold_839
atg8435	MNH120	283	5023	scaffold_839
atg8436	MNH120	2017	1092	scaffold_839
atg8437	MNH120	1336	2977	scaffold_839
atg8438	MNH120	680	1015	scaffold_839
atg8439	MNH120	680	56	scaffold_839
atg8440	MNH120	1391	234	scaffold_839
atg8441	MNH120	1799	2117	scaffold_839
atg8442	MNH120	1351	381	scaffold_839
atg8443	MNH120	1351	616	scaffold_839
atg8444	MNH120	530	3328	scaffold_839
atg8445	MNH120	187	2003	scaffold_839
atg8446	MNH120	187	845	scaffold_839
atg8447	MNH120	419	845	scaffold_839
atg8448	MNH120	299	281	scaffold_839
atg8449	MNH120	299	18	scaffold_839
atg8450	MNH120	693	3937	scaffold_839
atg8451	MNH120	509	3406	scaffold_839
atg8452	MNH120	509	2152	scaffold_839
atg8453	MNH120	653	141	scaffold_839
atg829	MNH120	2357	42	scaffold_100
atg830	MNH120	1672	45	scaffold_100
atg831	MNH120	816	8	scaffold_100
atg832	MNH120	558	14	scaffold_100
atg833	MNH120	420	168	scaffold_100
atg834	MNH120	420	8	scaffold_100
atg835	MNH120	538	8	scaffold_100
atg836	MNH120	703	27	scaffold_100
atg837	MNH120	808	257	scaffold_100
atg838	MNH120	808	14	scaffold_100
atg839	MNH120	649	14	scaffold_100
atg840	MNH120	254	7	scaffold_100
atg841	MNH120	254	12	scaffold_100
atg842	MNH120	1941	169	scaffold_100
atg843	MNH120	1259	41	scaffold_100
atg844	MNH120	3	4	scaffold_100
atg845	MNH120	3	7	scaffold_100
atg846	MNH120	1291	9	scaffold_100
atg847	MNH120	1291	159	scaffold_100
atg848	MNH120	1980	10	scaffold_100
atg849	MNH120	691	7	scaffold_100
atg850	MNH120	691	17	scaffold_100
atg851	MNH120	113	1	scaffold_100
atg852	MNH120	113	66	scaffold_100
atg853	MNH120	433	94	scaffold_100
atg854	MNH120	993	4	scaffold_100
atg855	MNH120	206	1	scaffold_100
atg856	MNH120	206	5	scaffold_100
atg857	MNH120	455	102	scaffold_100
atg858	MNH120	455	46	scaffold_100
atg859	MNH120	768	35	scaffold_100
atg860	MNH120	768	109	scaffold_100
atg861	MNH120	64	5	scaffold_100
atg862	MNH120	64	4	scaffold_100
atg863	MNH120	49	88	scaffold_100
atg864	MNH120	49	5	scaffold_100
atg865	MNH120	308	105	scaffold_100
atg866	MNH120	609	50	scaffold_100
atg867	MNH120	513	64	scaffold_100
atg868	MNH120	513	43	scaffold_100
atg869	MNH120	22	20	scaffold_100
atg870	MNH120	22	2	scaffold_100
atg871	MNH120	476	192	scaffold_100
atg11909	MNH120	651	1297	scaffold_1000
atg11910	MNH120	651	3879	scaffold_1000
atg11911	MNH120	1049	7111	scaffold_1000
atg11912	MNH120	33	4610	scaffold_1000
atg11913	MNH120	33	4050	scaffold_1000
atg11914	MNH120	294	1648	scaffold_1000
atg11915	MNH120	808	10	scaffold_1000
atg11916	MNH120	252	2	scaffold_1000
atg11917	MNH120	252	59	scaffold_1000
atg11918	MNH120	440	67	scaffold_1000
atg11919	MNH120	638	3569	scaffold_1000
atg11920	MNH120	638	6095	scaffold_1000
atg11921	MNH120	419	3007	scaffold_1000
atg11922	MNH120	419	641	scaffold_1000
atg11923	MNH120	780	139	scaffold_1000
atg11924	MNH120	829	165	scaffold_1000
atg11925	MNH120	1527	3168	scaffold_1000
atg11926	MNH120	1527	5271	scaffold_1000
atg11927	MNH120	660	2665	scaffold_1000
atg11928	MNH120	660	253	scaffold_1000
atg11929	MNH120	5962	4534	scaffold_1000
atg11930	MNH120	2302	1025	scaffold_1000
atg11931	MNH120	2302	185	scaffold_1000
atg11932	MNH120	1829	58	scaffold_1000
atg11933	MNH120	1694	474	scaffold_1000
atg11934	MNH120	397	1777	scaffold_1000
atg11935	MNH120	394	975	scaffold_1000
atg11936	MNH120	394	139	scaffold_1000
atg11937	MNH120	204	991	scaffold_1000
atg11938	MNH120	204	3229	scaffold_1000
atg11939	MNH120	904	6136	scaffold_1000
atg11940	MNH120	114	8888	scaffold_1000
atg11941	MNH120	114	9036	scaffold_1000
atg11942	MNH120	976	7098	scaffold_1000
atg11943	MNH120	322	4162	scaffold_1000
atg11944	MNH120	322	2382	scaffold_1000
atg11945	MNH120	552	756	scaffold_1000
atg11946	MNH120	4966	576	scaffold_1000
atg11947	MNH120	3592	288	scaffold_1000
atg11948	MNH120	2741	1213	scaffold_1000
atg11949	MNH120	2300	6539	scaffold_1000
atg11950	MNH120	695	9311	scaffold_1000
atg11951	MNH120	695	6961	scaffold_1000
atg11952	MNH120	116	4074	scaffold_1000
atg11953	MNH120	116	1834	scaffold_1000
atg11954	MNH120	1426	543	scaffold_1000
atg11955	MNH120	830	2593	scaffold_1000
atg11956	MNH120	830	806	scaffold_1000
atg11957	MNH120	292	863	scaffold_1000
atg11958	MNH120	292	3278	scaffold_1000
atg11959	MNH120	862	4247	scaffold_1000
atg11960	MNH120	131	709	scaffold_1000
atg11961	MNH120	131	43	scaffold_1000
atg11962	MNH120	1791	355	scaffold_1000
atg11963	MNH120	231	421	scaffold_1000
atg11964	MNH120	231	2126	scaffold_1000
atg11965	MNH120	845	600	scaffold_1000
atg11966	MNH120	253	169	scaffold_1000
atg11967	MNH120	155	752	scaffold_1000
atg11968	MNH120	155	360	scaffold_1000
atg11969	MNH120	237	343	scaffold_1000
atg11970	MNH120	237	323	scaffold_1000
atg11971	MNH120	426	1764	scaffold_1000
atg11972	MNH120	661	1303	scaffold_1000
atg11973	MNH120	1720	319	scaffold_1000
atg11974	MNH120	151	506	scaffold_1000
atg11975	MNH120	151	1134	scaffold_1000
atg11976	MNH120	3217	1291	scaffold_1000
atg11977	MNH120	2438	627	scaffold_1000
atg11978	MNH120	1016	294	scaffold_1000
atg11979	MNH120	693	2125	scaffold_1000
atg11980	MNH120	135	2818	scaffold_1000
atg11981	MNH120	135	3997	scaffold_1000
atg11982	MNH120	37	4024	scaffold_1000
atg11983	MNH120	37	3477	scaffold_1000
atg11984	MNH120	441	1134	scaffold_1000
atg11985	MNH120	478	357	scaffold_1000
atg11986	MNH120	602	1482	scaffold_1000
atg11987	MNH120	370	3891	scaffold_1000
atg11988	MNH120	370	5097	scaffold_1000
atg24	MNH120	1383	470	scaffold_22
atg25	MNH120	231	688	scaffold_22
atg26	MNH120	231	1650	scaffold_22
atg27	MNH120	549	426	scaffold_22
atg28	MNH120	176	513	scaffold_22
atg29	MNH120	176	1166	scaffold_22
atg30	MNH120	392	3509	scaffold_22
atg31	MNH120	392	3981	scaffold_22
atg32	MNH120	789	1123	scaffold_22
atg33	MNH120	1270	1953	scaffold_22
atg34	MNH120	140	408	scaffold_22
atg35	MNH120	140	40	scaffold_22
atg3458	MNH120	4918	1	scaffold_475
atg3459	MNH120	316	156	scaffold_475
atg3460	MNH120	316	68	scaffold_475
atg3461	MNH120	305	58	scaffold_475
atg3462	MNH120	305	30	scaffold_475
atg3463	MNH120	941	7	scaffold_475
atg3464	MNH120	941	33	scaffold_475
atg3465	MNH120	429	5	scaffold_475
atg3466	MNH120	429	19	scaffold_475
atg3467	MNH120	465	4	scaffold_475
atg3468	MNH120	465	379	scaffold_475
atg3469	MNH120	516	105	scaffold_475
atg3470	MNH120	429	131	scaffold_475
atg3471	MNH120	429	7	scaffold_475
atg3472	MNH120	538	25	scaffold_475
atg3473	MNH120	734	25	scaffold_475
atg3474	MNH120	106	136	scaffold_475
atg3475	MNH120	106	18	scaffold_475
atg3476	MNH120	80	36	scaffold_475
atg3477	MNH120	51	29	scaffold_475
atg3478	MNH120	51	91	scaffold_475
atg3479	MNH120	646	5	scaffold_475
atg3480	MNH120	4552	41	scaffold_475
atg3481	MNH120	2093	221	scaffold_475
atg3482	MNH120	2093	33	scaffold_475
atg3483	MNH120	1335	326	scaffold_475
atg3484	MNH120	1088	74	scaffold_475
atg3485	MNH120	1088	41	scaffold_475
atg3486	MNH120	4867	8	scaffold_475
atg3487	MNH120	284	17	scaffold_475
atg3488	MNH120	90	2	scaffold_475
atg3489	MNH120	90	92	scaffold_475
atg3490	MNH120	190	19	scaffold_475
atg3491	MNH120	190	87	scaffold_475
atg3492	MNH120	188	209	scaffold_475
atg3493	MNH120	99	101	scaffold_475
atg3494	MNH120	99	3	scaffold_475
atg3495	MNH120	94	20	scaffold_475
atg3496	MNH120	94	46	scaffold_475
atg3497	MNH120	1254	22	scaffold_475
atg3498	MNH120	536	65	scaffold_475
atg3499	MNH120	418	11	scaffold_475
atg3500	MNH120	418	8	scaffold_475
atg3501	MNH120	439	11	scaffold_475
atg3502	MNH120	439	1	scaffold_475
atg3503	MNH120	695	93	scaffold_475
atg3504	MNH120	502	8	scaffold_475
atg3505	MNH120	27	15	scaffold_475
atg3506	MNH120	27	1	scaffold_475
atg3507	MNH120	743	82	scaffold_475
atg3508	MNH120	1368	3	scaffold_475
atg3509	MNH120	1368	1	scaffold_475
atg3510	MNH120	2456	23	scaffold_475
atg3511	MNH120	1030	1	scaffold_475
atg3512	MNH120	1030	154	scaffold_475
atg3513	MNH120	1214	33	scaffold_475
atg3514	MNH120	1154	119	scaffold_475
atg3515	MNH120	1154	116	scaffold_475
atg3516	MNH120	443	102	scaffold_475
atg3517	MNH120	353	35	scaffold_475
atg3518	MNH120	353	5	scaffold_475
atg3519	MNH120	1220	145	scaffold_475
atg3520	MNH120	968	143	scaffold_475
atg3521	MNH120	968	33	scaffold_475
atg3522	MNH120	1183	79	scaffold_475
atg3523	MNH120	408	81	scaffold_475
atg3524	MNH120	225	223	scaffold_475
atg3525	MNH120	225	2	scaffold_475
atg3526	MNH120	353	22	scaffold_475
atg3527	MNH120	287	42	scaffold_475
atg3528	MNH120	198	184	scaffold_475
atg3529	MNH120	198	779	scaffold_475
atg3530	MNH120	48	2308	scaffold_475
atg3531	MNH120	48	2671	scaffold_475
atg3532	MNH120	647	1852	scaffold_475
atg3533	MNH120	647	94	scaffold_475
atg3534	MNH120	1010	423	scaffold_475
atg3535	MNH120	1010	2808	scaffold_475
atg3536	MNH120	155	4980	scaffold_475
atg3537	MNH120	155	6069	scaffold_475
atg3538	MNH120	624	6958	scaffold_475
atg3539	MNH120	986	3446	scaffold_475
atg3540	MNH120	1107	663	scaffold_475
atg3541	MNH120	533	4782	scaffold_475
atg3542	MNH120	533	7389	scaffold_475
atg3543	MNH120	537	8411	scaffold_475
atg3544	MNH120	526	3756	scaffold_475
atg3545	MNH120	526	477	scaffold_475
atg3546	MNH120	536	59	scaffold_475
atg3547	MNH120	414	147	scaffold_475
atg3548	MNH120	414	634	scaffold_475
atg3549	MNH120	1108	52	scaffold_475
atg3550	MNH120	512	473	scaffold_475
atg3551	MNH120	512	2275	scaffold_475
atg3552	MNH120	595	4956	scaffold_475
atg3553	MNH120	512	8127	scaffold_475
atg3554	MNH120	256	7764	scaffold_475
atg3555	MNH120	256	7128	scaffold_475
atg3556	MNH120	376	5700	scaffold_475
atg3557	MNH120	376	4640	scaffold_475
atg3558	MNH120	414	1780	scaffold_475
atg7077	MNH120	256	78	scaffold_876
atg7078	MNH120	256	54	scaffold_876
atg7079	MNH120	104	55	scaffold_876
atg7080	MNH120	104	13	scaffold_876
atg2526	MNH120	501	620	scaffold_448
atg2527	MNH120	501	3715	scaffold_448
atg2528	MNH120	336	7252	scaffold_448
atg2529	MNH120	336	6314	scaffold_448
atg2530	MNH120	533	2761	scaffold_448
atg2531	MNH120	533	1131	scaffold_448
atg2532	MNH120	674	288	scaffold_448
atg2533	MNH120	674	2073	scaffold_448
atg2534	MNH120	183	5112	scaffold_448
atg2535	MNH120	183	5538	scaffold_448
atg3414	MNH120	123	30	scaffold_480
atg3415	MNH120	123	30	scaffold_480
atg3416	MNH120	526	29	scaffold_480
atg3417	MNH120	79	77	scaffold_480
atg3418	MNH120	79	367	scaffold_480
atg3419	MNH120	74	254	scaffold_480
atg3420	MNH120	74	192	scaffold_480
atg3421	MNH120	724	49	scaffold_480
atg3422	MNH120	750	1	scaffold_480
atg3423	MNH120	1001	39	scaffold_480
atg3424	MNH120	254	13	scaffold_480
atg3425	MNH120	254	1	scaffold_480
atg3426	MNH120	512	187	scaffold_480
atg3427	MNH120	546	172	scaffold_480
atg3428	MNH120	542	11	scaffold_480
atg3429	MNH120	542	9	scaffold_480
atg3430	MNH120	1071	110	scaffold_480
atg3431	MNH120	817	8	scaffold_480
atg3432	MNH120	817	165	scaffold_480
atg3433	MNH120	790	62	scaffold_480
atg3434	MNH120	790	19	scaffold_480
atg3435	MNH120	3597	4	scaffold_480
atg4465	MNH120	13677	1365	scaffold_627
atg4466	MNH120	1578	1076	scaffold_627
atg4467	MNH120	608	460	scaffold_627
atg4468	MNH120	231	1905	scaffold_627
atg4469	MNH120	231	562	scaffold_627
atg4470	MNH120	268	53	scaffold_627
atg4471	MNH120	3829	12	scaffold_627
atg1108	MNH120	663	24	scaffold_198
atg1109	MNH120	329	1	scaffold_198
atg1110	MNH120	21	27	scaffold_198
atg1111	MNH120	21	6	scaffold_198
atg1112	MNH120	344	58	scaffold_198
atg1113	MNH120	606	95	scaffold_198
atg1114	MNH120	606	28	scaffold_198
atg1115	MNH120	957	2	scaffold_198
atg3335	MNH120	1010	2345	scaffold_417
atg3336	MNH120	1010	162	scaffold_417
atg3337	MNH120	1215	884	scaffold_417
atg3338	MNH120	683	105	scaffold_417
atg3339	MNH120	272	213	scaffold_417
atg3340	MNH120	272	1185	scaffold_417
atg3341	MNH120	1566	1284	scaffold_417
atg3342	MNH120	1566	3411	scaffold_417
atg3343	MNH120	733	7368	scaffold_417
atg3344	MNH120	676	5605	scaffold_417
atg3345	MNH120	676	4087	scaffold_417
atg3346	MNH120	488	1865	scaffold_417
atg3347	MNH120	31	877	scaffold_417
atg3348	MNH120	31	235	scaffold_417
atg3349	MNH120	1935	820	scaffold_417
atg3350	MNH120	1051	4536	scaffold_417
atg3351	MNH120	119	7501	scaffold_417
atg3352	MNH120	119	11121	scaffold_417
atg3353	MNH120	623	9073	scaffold_417
atg3354	MNH120	623	6624	scaffold_417
atg3355	MNH120	981	4888	scaffold_417
atg3356	MNH120	79	3255	scaffold_417
atg3357	MNH120	79	1053	scaffold_417
atg3358	MNH120	106	28	scaffold_417
atg3359	MNH120	94	559	scaffold_417
atg3360	MNH120	94	3773	scaffold_417
atg3361	MNH120	703	4839	scaffold_417
atg3362	MNH120	480	7931	scaffold_417
atg3363	MNH120	480	9650	scaffold_417
atg3364	MNH120	840	15681	scaffold_417
atg3365	MNH120	67	17840	scaffold_417
atg3366	MNH120	67	19458	scaffold_417
atg3367	MNH120	114	19993	scaffold_417
atg3368	MNH120	420	21460	scaffold_417
atg3369	MNH120	2500	16607	scaffold_417
atg3370	MNH120	676	13492	scaffold_417
atg3371	MNH120	676	11204	scaffold_417
atg3372	MNH120	707	8912	scaffold_417
atg3373	MNH120	441	7838	scaffold_417
atg3374	MNH120	441	6771	scaffold_417
atg3375	MNH120	702	5364	scaffold_417
atg3376	MNH120	341	2901	scaffold_417
atg3377	MNH120	341	1181	scaffold_417
atg3378	MNH120	1242	1089	scaffold_417
atg3379	MNH120	894	3116	scaffold_417
atg3380	MNH120	894	4943	scaffold_417
atg3381	MNH120	167	4055	scaffold_417
atg3382	MNH120	167	2695	scaffold_417
atg3383	MNH120	625	215	scaffold_417
atg3384	MNH120	1141	387	scaffold_417
atg3385	MNH120	1553	335	scaffold_417
atg3386	MNH120	602	5664	scaffold_417
atg3387	MNH120	57	8447	scaffold_417
atg3388	MNH120	57	9510	scaffold_417
atg3389	MNH120	570	10427	scaffold_417
atg3390	MNH120	570	7854	scaffold_417
atg3391	MNH120	521	4704	scaffold_417
atg3392	MNH120	521	1301	scaffold_417
atg3393	MNH120	4163	215	scaffold_417
atg3394	MNH120	1089	728	scaffold_417
atg3395	MNH120	1089	20	scaffold_417
atg3396	MNH120	1750	1325	scaffold_417
atg3397	MNH120	855	425	scaffold_417
atg3398	MNH120	596	1506	scaffold_417
atg3399	MNH120	596	308	scaffold_417
atg3400	MNH120	271	1125	scaffold_417
atg3401	MNH120	271	527	scaffold_417
atg3402	MNH120	2195	223	scaffold_417
atg3403	MNH120	604	218	scaffold_417
atg3404	MNH120	604	2129	scaffold_417
atg3405	MNH120	1278	280	scaffold_417
atg3406	MNH120	79	908	scaffold_417
atg3407	MNH120	79	2330	scaffold_417
atg3408	MNH120	657	293	scaffold_417
atg3409	MNH120	48	286	scaffold_417
atg3410	MNH120	48	1444	scaffold_417
atg3411	MNH120	172	1062	scaffold_417
atg3412	MNH120	784	22	scaffold_417
atg10585	MNH120	605	29	scaffold_879
atg10586	MNH120	605	1926	scaffold_879
atg10587	MNH120	701	2229	scaffold_879
atg10588	MNH120	701	197	scaffold_879
atg10589	MNH120	696	108	scaffold_879
atg10590	MNH120	696	1158	scaffold_879
atg10591	MNH120	2725	6866	scaffold_879
atg10592	MNH120	2147	7006	scaffold_879
atg10593	MNH120	751	3416	scaffold_879
atg10594	MNH120	751	2083	scaffold_879
atg10595	MNH120	1441	186	scaffold_879
